place_id,name,address,zip,city,rating,user_ratings_total,business_status,lat,lng,types
ABRA-119131,Three Way Spirits,"4823 GEORGIA AVENUE NW, WASHINGTON, DC 20011",20011,Washington,,,OPERATIONAL,38.949089930549,-77.026973241753,
ABRA-119253,Jefferson Liquors,"5307 GEORGIA AVENUE NW, WASHINGTON, DC 20011",20011,Washington,,,OPERATIONAL,38.954201507484,-77.02767665005,
ABRA-119313,S&G Wine & Liquor,"5421 GEORGIA AVENUE NW, WASHINGTON, DC 20011",20011,Washington,,,OPERATIONAL,38.955407491321,-77.027844192372,
ABRA-119410,3800 13th Street,"3400 13TH STREET NW, WASHINGTON, DC 20010",20010,Washington,,,OPERATIONAL,38.931376503212,-77.029784359624,
ABRA-119525,Greenway Liquors,"3700 MINNESOTA AVENUE NE, WASHINGTON, DC 20019",20019,Washington,,,OPERATIONAL,38.8904753,-76.9529764,
ABRA-119607,The Bourbon Concierge,"2816 PENNSYLVANIA AVENUE NW, WASHINGTON, DC 20007",20007,Washington,,,OPERATIONAL,38.905012494363,-77.05752295928,
ABRA-119777,Sip Wine & Spirits,"1212 NEW YORK AVENUE NW, WASHINGTON, DC 20005",20005,Washington,,,OPERATIONAL,38.900611368092,-77.028285374527,
ABRA-119801,AC Hotel Washington DC Navy Yard/South Capitol Hill,"867 NEW JERSEY AVENUE SE, WASHINGTON, DC 20003",20003,Washington,,,OPERATIONAL,38.87896212302,-77.005135931685,
ABRA-119890,Lidl,"2224 TOWN CENTER DRIVE SE, WASHINGTON, DC 20020",20020,Washington,,,OPERATIONAL,38.862092663686,-76.96830234075,
ABRA-119892,Silver Sauce/DMV Spirits,"4315 50TH STREET NW, WASHINGTON, DC 20016",20016,Washington,,,OPERATIONAL,38.945517190448,-77.098448749613,
ABRA-119980,Virginia Market,"1776 U STREET NW, WASHINGTON, DC 20009",20009,Washington,,,OPERATIONAL,38.916951915124,-77.040567367964,
ABRA-120355,KW Store,"3133 CONNECTICUT AVENUE NW, #301 A, WASHINGTON, DC 20008",20008,Washington,,,OPERATIONAL,38.931103028101,-77.055834027553,
ABRA-120541,501 Wine & Spirits,"1501 HARRY THOMAS WAY NE, WASHINGTON, DC 20002",20002,Washington,,,OPERATIONAL,38.911038832746,-77.002286894106,
ABRA-120698,Best One Liquor,"322 FLORIDA AVENUE NW, WASHINGTON, DC 20001",20001,Washington,,,OPERATIONAL,38.913677395198,-77.0159653195,
ABRA-120944,"The Madison Washington, DC","1177 15TH STREET NW, WASHINGTON, DC 20005",20005,Washington,,,OPERATIONAL,38.905182313378,-77.034497078949,
ABRA-121194,"AmLux Cafe, Beer, Wine, & Spirits","1255 23RD STREET NW, WASHINGTON, DC 20037",20037,Washington,,,OPERATIONAL,38.906349171587,-77.050030916427,
ABRA-121299,Spirits & Spice,"1700 CONNECTICUT AVENUE NW, WASHINGTON, DC 20009",20009,Washington,,,OPERATIONAL,38.914370893646,-77.046326911232,
ABRA-121349,Housebar Georgetown,"1500 27TH STREET NW, WASHINGTON, DC 20007",20007,Washington,,,OPERATIONAL,38.909444205294,-77.055657836391,
ABRA-121619,Aurora Market,"500 IRVING STREET NW, WASHINGTON, DC 20010",20010,Washington,,,OPERATIONAL,38.929298455223,-77.01963833936,
ABRA-121627,Angel's Share Wines and Liquors,"1748 7TH STREET NW, WASHINGTON, DC 20001",20001,Washington,,,OPERATIONAL,38.913332735377,-77.02198755419,
ABRA-121685,The Westin Washington DC Downtown,"999 9TH STREET NW, WASHINGTON, DC 20001",20001,Washington,,,OPERATIONAL,38.902030411399,-77.023916956938,
ABRA-121746,Brightwood Supermarket,"100 KENNEDY STREET NW, WASHINGTON, DC 20011",20011,Washington,,,OPERATIONAL,38.956533906072,-77.01168988998,
ABRA-121795,Lulu's Liquor Store,"2400 MARTIN LUTHER KING JR AVENUE SE, WASHINGTON, DC 20020",20020,Washington,,,OPERATIONAL,38.862686466225,-76.992262105545,
ABRA-121853,Mimi's Liquor Store,"1401 6TH STREET NW, WASHINGTON, DC 20001",20001,Washington,,,OPERATIONAL,38.908633507424,-77.019827079012,
ABRA-122050,A & W Liquor and Wines,"2624 GEORGIA AVENUE NW, WASHINGTON, DC 20001",20001,Washington,,,OPERATIONAL,38.924866703416,-77.022697006177,
ABRA-122220,Embassy Suites Hotel,"900 10TH STREET NW, WASHINGTON, DC 20001",20001,Washington,,,OPERATIONAL,38.901523509091,-77.02606283163,
ABRA-122253,Anania Market Wine & Spirits,"2921 GEORGIA AVENUE NW, WASHINGTON, DC 20001",20001,Washington,,,OPERATIONAL,38.927962370291,-77.022998963994,
ABRA-122386,Shoals Market,"1825 I STREET NW, WASHINGTON, DC 20006",20006,Washington,,,OPERATIONAL,38.901391741334,-77.042169406622,
ABRA-122551,Bourbon & More,"2123 E STREET NW, WASHINGTON, DC 20037",20037,Washington,,,OPERATIONAL,38.89607851097,-77.047014925035,
ABRA-122798,Woodridge Vet's Liquors,"1358 BRENTWOOD ROAD NE, WASHINGTON, DC 20018",20018,Washington,,,OPERATIONAL,38.924835557414,-76.986185552119,
ABRA-122919,Noble Liquor and Tobacco,"1305 H STREET NE, WASHINGTON, DC 20002",20002,Washington,,,OPERATIONAL,38.900139916558,-76.988107566114,
ABRA-122949,District Champagne,"2400 M STREET NW, WASHINGTON, DC 20037",20037,Washington,,,OPERATIONAL,38.905206538672,-77.051482836849,
ABRA-122961,Spar Liquors,"3916 SOUTH CAPITOL STREET SE, WASHINGTON, DC 20032",20032,Washington,,,OPERATIONAL,38.832634080278,-77.008235252918,
ABRA-123184,LA Liquors,"1905 9TH STREET NW, WASHINGTON, DC 20001",20001,Washington,,,OPERATIONAL,38.915679445118,-77.02389402152,
ABRA-123464,Loyal Market,"4003 GAULT PLACE NE, WASHINGTON, DC 20019",20019,Washington,,,OPERATIONAL,38.899013801088,-76.946044591122,
ABRA-123646,AREKAY LIQUOR,"1500 U STREET NW, WASHINGTON, DC 20009",20009,Washington,,,OPERATIONAL,38.916942914904,-77.034603844142,
ABRA-123788,Urban Grape,"1301 9TH STREET NW, WASHINGTON, DC 20001",20001,Washington,,,CLOSED_TEMPORARILY,38.907301507845,-77.02389057921,
ABRA-123840,Fairfax Liquors,"3851 PENNSYLVANIA AVENUE SE, WASHINGTON, DC 20020",20020,Washington,,,OPERATIONAL,38.865247471223,-76.95063549148,
ABRA-123913,Whelans Liquors / Dram Cellars,"3903 12TH STREET NE, WASHINGTON, DC 20017",20017,Washington,,,OPERATIONAL,38.937301246847,-76.990513218138,
ABRA-124074,Big Valu Liquor,"3174 BLADENSBURG ROAD NE, WASHINGTON, DC 20018",20018,Washington,,,OPERATIONAL,38.929477581336,-76.959834277054,
ABRA-124696,Bin 14,"3103 14TH STREET NW, WASHINGTON, DC 20010",20010,Washington,,,OPERATIONAL,38.92901389398,-77.032549348415,
ABRA-125344,Mac Market & Deli,"5185 MACARTHUR BOULEVARD NW, WASHINGTON, DC 20016",20016,Washington,,,OPERATIONAL,38.926411508285,-77.102879977745,
ABRA-125387,O'Connor's Wine & Spirits,"2900 MINNESOTA AVENUE SE, WASHINGTON, DC 20019",20019,Washington,,,OPERATIONAL,38.876038919213,-76.965727472043,
ABRA-125406,Grand Liquor,"409 15TH STREET NE, WASHINGTON, DC 20002",20002,Washington,,,CLOSED_TEMPORARILY,38.895342595133,-76.983571021771,
ABRA-125654,Penn Branch Liquor,"3228 PENNSYLVANIA AVENUE SE, WASHINGTON, DC 20020",20020,Washington,,,OPERATIONAL,38.869118350965,-76.959802660073,
ABRA-125746,Cork N Bottle Wine & Spirits,"7421 GEORGIA AVENUE NW, WASHINGTON, DC 20012",20012,Washington,,,CLOSED_TEMPORARILY,38.979842512782,-77.026400675985,
ABRA-125833,Reyna Market & Deli,"4201 MASSACHUSETTS AVENUE NW, WASHINGTON, DC 20016",20016,Washington,,,OPERATIONAL,38.935018199276,-77.081832872138,
ABRA-126067,TBD,"300 MORSE STREET NE, WASHINGTON, DC 20002",20002,Washington,,,CLOSED_TEMPORARILY,38.908111958833,-77.000400907687,
ABRA-126599,Sammy's Liquors,"2725 BLADENSBURG ROAD NE, WASHINGTON, DC 20018",20018,Washington,,,OPERATIONAL,38.924702024268,-76.965518835365,
ABRA-126812,Big D Liquors,"4169 MINNESOTA AVENUE NE, WASHINGTON, DC 20019",20019,Washington,,,OPERATIONAL,38.899785978872,-76.945177677556,
ABRA-126840,SB Wine and Spirits,"1133 20TH STREET NW, WASHINGTON, DC 20036",20036,Washington,,,CLOSED_TEMPORARILY,38.904389050797,-77.0448245765,
ABRA-126841,7 River Mart,"250 11TH STREET NE, WASHINGTON, DC 20002",20002,Washington,,,OPERATIONAL,38.893079632185,-76.991609925055,
ABRA-126931,Wine and Spirit Depot,"3938 MINNESOTA AVENUE NE, WASHINGTON, DC 20019",20019,Washington,,,CLOSED_TEMPORARILY,38.894021472604,-76.950070111939,
ABRA-127012,Washington Marriott Hotel (The),"1221 22ND STREET NW, WASHINGTON, DC 20037",20037,Washington,,,OPERATIONAL,38.906376917561,-77.048730573417,
ABRA-127167,Lidl,"4000 WISCONSIN AVENUE NW, WASHINGTON, DC 20016",20016,Washington,,,OPERATIONAL,38.941641785342,-77.076273242258,
ABRA-127286,McReynold's Liquors,"1776 G STREET NW, WASHINGTON, DC 20006",20006,Washington,,,OPERATIONAL,38.898258918915,-77.041161431769,
ABRA-127407,DT Market,"2101 ALABAMA AVENUE SE, WASHINGTON, DC 20020",20020,Washington,,,OPERATIONAL,38.850682987871,-76.975088769394,
ABRA-127473,Universal Wine and Liquors,"2018 FLORIDA AVENUE NW, WASHINGTON, DC 20009",20009,Washington,,,OPERATIONAL,38.914670299936,-77.045566144057,
ABRA-127655,Pan Mar Liquors,"1926 I STREET NW, WASHINGTON, DC 20006",20006,Washington,,,OPERATIONAL,38.901282918407,-77.043879301388,
ABRA-127672,Capital Wine & Spirits,"1428 9TH STREET NW, WASHINGTON, DC 20001",20001,Washington,,,OPERATIONAL,38.908906767127,-77.024042339182,
ABRA-127788,Lions Wine & Spirits,"3614 GEORGIA AVENUE NW, WASHINGTON, DC 20010",20010,Washington,,,OPERATIONAL,38.934750268947,-77.024131488015,
ABRA-127811,Rhode Island Liquor,"1812 HAMLIN STREET NE, WASHINGTON, DC 20018",20018,Washington,,,OPERATIONAL,38.927778467103,-76.97812961095,
ABRA-127963,DMV Liquors Wines and Beers,"643 PENNSYLVANIA AVENUE SE, WASHINGTON, DC 20003",20003,Washington,,,OPERATIONAL,38.8850460113,-76.997501501802,
ABRA-128091,Kennedy Bottle Shop,"3414 WISCONSIN AVENUE NW, WASHINGTON, DC 20016",20016,Washington,,,OPERATIONAL,38.935033776655,-77.072748896051,
ABRA-128130,Cloud Liquor and Wine,"914 H STREET NE, WASHINGTON, DC 20002",20002,Washington,,,OPERATIONAL,38.900263508133,-76.993544345551,
ABRA-128385,Smith's Legacy Wine & Spirits,"3845 MINNESOTA AVENUE NE, WASHINGTON, DC 20019",20019,Washington,,,OPERATIONAL,38.893100334024,-76.950570776452,
ABRA-128758,Residence Inn by Marriott,"801 NEW HAMPSHIRE AVENUE NW, WASHINGTON, DC 20037",20037,Washington,,,OPERATIONAL,38.899588484686,-77.052782783987,
ABRA-128792,Mid Liquor,"3659 GEORGIA AVENUE NW, WASHINGTON, DC 20010",20010,Washington,,,OPERATIONAL,38.935896994105,-77.02415796297,
ABRA-129043,Zeki Liquors,"5916 GEORGIA AVENUE NW, WASHINGTON, DC 20011",20011,Washington,,,OPERATIONAL,38.961675123095,-77.028049106838,
ABRA-129352,Rocket Liquors,"900 KENNEDY STREET NW, WASHINGTON, DC 20011",20011,Washington,,,OPERATIONAL,38.956217583046,-77.025827142869,
ABRA-129441,Silvermans Liquors,"2033 BENNING ROAD NE, WASHINGTON, DC 20002",20002,Washington,,,OPERATIONAL,38.898557613611,-76.975251662074,
ABRA-129614,Bloomingdale Wine and Spirits,"1836 1ST STREET NW, WASHINGTON, DC 20001",20001,Washington,,,OPERATIONAL,38.914987712708,-77.012229848969,
ABRA-129692,Calvert Woodley Fine Wines & Spirits,"4339 CONNECTICUT AVENUE NW, WASHINGTON, DC 20008",20008,Washington,,,OPERATIONAL,38.944766649787,-77.063777376035,
ABRA-129916,Waldorf Astoria Washington DC,"1100 PENNSYLVANIA AVENUE NW, WASHINGTON, DC 20004",20004,Washington,,,OPERATIONAL,38.894699451814,-77.027149749827,
ABRA-130014,The Bottle Shop,"2216 18TH STREET NW, WASHINGTON, DC 20009",20009,Washington,,,OPERATIONAL,38.91893338357,-77.041754343605,
ABRA-130199,TBD,"2006 RHODE ISLAND AVENUE NE, WASHINGTON, DC 20018",20018,Washington,,,CLOSED_TEMPORARILY,38.929229004767,-76.976123901828,
ABRA-130263,Top Shelf Liquor & Wine,"1033 CONNECTICUT AVENUE NW, WASHINGTON, DC 20036",20036,Washington,,,OPERATIONAL,38.902975854899,-77.03949073695,
ABRA-130474,Total Wine & More,"5401 44TH STREET NW, WASHINGTON, DC 20015",20015,Washington,,,OPERATIONAL,38.9596770,-77.0861633,
ABRA-130702,Uncle Lee's Liquor,"1020 EASTERN AVENUE NE, WASHINGTON, DC 20019",20019,Washington,,,OPERATIONAL,38.904071171332,-76.923789799243,
ABRA-130852,Wheeler Liquor & Grocery,"4137 WHEELER ROAD SE, WASHINGTON, DC 20032",20032,Washington,,,OPERATIONAL,38.833654300796,-76.989891564941,
ABRA-131004,AB Liquors,"1803 COLUMBIA ROAD NW, WASHINGTON, DC 20009",20009,Washington,,,OPERATIONAL,38.922536186163,-77.042997591405,
ABRA-131035,Syd's Liquor,"2325 BLADENSBURG ROAD NE, WASHINGTON, DC 20018",20018,Washington,,,OPERATIONAL,38.920362704214,-76.96984142211,
ABRA-131173,High Spirits,"301 H STREET NE, WASHINGTON, DC 20002",20002,Washington,,,OPERATIONAL,38.900148917072,-77.001966593772,
ABRA-131374,Mart Liquors,"2931 MARTIN LUTHER KING JR AVENUE SE, WASHINGTON, DC 20032",20032,Washington,,,OPERATIONAL,38.845434810717,-76.997216386717,
ABRA-131402,Berry Bros. & Rudd,"888 17TH STREET NW, WASHINGTON, DC 20006",20006,Washington,,,OPERATIONAL,38.901178896979,-77.039522326816,
ABRA-131691,World Wine and Spirits,"1453 PENNSYLVANIA AVENUE SE, WASHINGTON, DC 20003",20003,Washington,,,OPERATIONAL,38.879780028671,-76.98458931058,
ABRA-132018,Toniq,"1500 INDEPENDENCE AVENUE SE, WASHINGTON, DC 20003",20003,Washington,,,OPERATIONAL,38.887654510305,-76.983575113331,
ABRA-132212,Brookland Fine Wine and Spirits,"3736 10TH STREET NE, WASHINGTON, DC 20017",20017,Washington,,,OPERATIONAL,38.936460135426,-76.993467631151,
ABRA-132247,Hilton Washington DC Capitol Hill,"525 NEW JERSEY AVENUE NW, WASHINGTON, DC 20001",20001,Washington,,,OPERATIONAL,38.896461346127,-77.011477826585,
ABRA-132351,Cask & Barrel Wines and Spirits,"725 8TH STREET SE, WASHINGTON, DC 20003",20003,Washington,,,OPERATIONAL,38.880985719638,-76.995048821443,
ABRA-132397,Globe Liquors,"4520 BENNING ROAD SE, WASHINGTON, DC 20019",20019,Washington,,,OPERATIONAL,38.889383828199,-76.937297244116,
ABRA-132529,Sohal Wine and Spirits,"1627 1ST STREET NW, WASHINGTON, DC 20001",20001,Washington,,,OPERATIONAL,38.911938822739,-77.012084029798,
ABRA-132733,Best Price Liquors,"5579 CENTRAL AVENUE SE, WASHINGTON, DC 20019",20019,Washington,,,OPERATIONAL,38.885929487951,-76.919705570543,
ABRA-132766,Height Market,"547 42ND STREET NE, WASHINGTON, DC 20019",20019,Washington,,,OPERATIONAL,38.89700768541,-76.942530616032,
ABRA-133325,Holiday Liquors,"3505 WHEELER ROAD SE, WASHINGTON, DC 20032",20032,Washington,,,OPERATIONAL,38.839801227553,-76.99367352456,
ABRA-133326,Angel's Share Wines and Liquors,"1748 7TH STREET NW, WASHINGTON, DC 20001",20001,Washington,,,OPERATIONAL,38.913332735377,-77.02198755419,
ABRA-133328,Mac's Wine & Liquors,"401 RHODE ISLAND AVENUE NE, WASHINGTON, DC 20002",20002,Washington,,,OPERATIONAL,38.919650816336,-77.000472702675,
ABRA-133365,TBD,"1201 5TH STREET NW, WASHINGTON, DC 20001",20001,Washington,,,CLOSED_TEMPORARILY,38.90569870634,-77.018858566605,
ABRA-133376,Colony Liquors,"4901 GEORGIA AVENUE NW, WASHINGTON, DC 20011",20011,Washington,,,OPERATIONAL,38.949795320795,-77.027069803125,
ABRA-133571,Guilford Liquor,"446 RHODE ISLAND AVENUE NW, WASHINGTON, DC 20001",20001,Washington,,,OPERATIONAL,38.913503046321,-77.018193191701,
ABRA-133574,Fairways Liquors,"4347 HUNT PLACE NE, WASHINGTON, DC 20019",20019,Washington,,,CLOSED_TEMPORARILY,38.900463914703,-76.940030612911,
ABRA-133834,Marriott at Metro Center,"775 12TH STREET NW, WASHINGTON, DC 20005",20005,Washington,,,OPERATIONAL,38.899415691194,-77.028010716078,
ABRA-134449,Albert's Liquors,"328 KENTUCKY AVENUE SE, WASHINGTON, DC 20003",20003,Washington,,,OPERATIONAL,38.885010304243,-76.986172337647,
ABRA-134618,Rodman's Discount Food and Drug,"5100 WISCONSIN AVENUE NW, WASHINGTON, DC 20016",20016,Washington,,,OPERATIONAL,38.955983801456,-77.083365637523,
ABRA-134688,Giant Liquors,"3504 GEORGIA AVENUE NW, WASHINGTON, DC 20010",20010,Washington,,,OPERATIONAL,38.933143804106,-77.023892737851,
ABRA-134700,Kogod & K-Food,"441 NEW JERSEY AVENUE NW, WASHINGTON, DC 20001",20001,Washington,,,OPERATIONAL,38.895357794265,-77.011074031361,
ABRA-134818,Right Way Liquors,"2901 SHERMAN AVENUE NW, WASHINGTON, DC 20001",20001,Washington,,,CLOSED_TEMPORARILY,38.926919395532,-77.025876138428,
ChIJed-SQKbFt4kRBE67qV7Q9no,DLC - Aspen Hill,"13661 Connecticut Ave, Silver Spring, MD 20906, United States",20906,Silver Spring,4.5,15,OPERATIONAL,39.0782411,-77.0798302,liquor_store|food|point_of_interest|store|establishment
ChIJG1ug3m_bt4kRymeUZ21vXX8,DLC - Burtonsville,"15620 Old Columbia Pike, Burtonsville, MD 20866, United States",20866,Burtonsville,4.3,176,OPERATIONAL,39.1133129,-76.9349802,liquor_store|food|store|point_of_interest|establishment
ChIJu6dBdo3Mt4kR0HVHrDqUhgA,DLC - Cabin John,"7913 Tuckerman Ln, Potomac, MD 20854, United States",20854,Potomac,4.2,147,OPERATIONAL,39.0408398,-77.1560209,liquor_store|store|food|point_of_interest|establishment
ChIJ-9STrK8rtokRe6zyLfcZ7FE,DLC - Clarksburg Village,"12051 Chestnut Branch Way, Ste C1, Clarksburg, MD 20871, United States",20871,Clarksburg,4.4,158,OPERATIONAL,39.2302187,-77.24963040000002,liquor_store|store|point_of_interest|food|establishment
ChIJed-SQKbFt4kRBE67qV7Q9no,DLC - Cloverly,"723 Cloverly St, Silver Spring, MD 20905, United States",20905,Silver Spring,4.5,15,OPERATIONAL,39.108957,-76.9959585,liquor_store|food|point_of_interest|store|establishment
ChIJr7ZFzYcttokRhXRxYOdkraw,DLC - Darnestown,"12155 Darnestown Rd, Gaithersburg, MD 20878, United States",20878,Gaithersburg,4.5,155,OPERATIONAL,39.1187941,-77.25095499999999,liquor_store|food|point_of_interest|store|establishment
ChIJQ95KGjLMt4kRGUpLdAnmSfE,DLC - Downtown Rockville,"300 N Washington St, Rockville, MD 20850, United States",20850,Rockville,4.5,349,OPERATIONAL,39.0894088,-77.1541301,liquor_store|point_of_interest|store|establishment
ChIJ60VNWU3Nt4kRLoFhZIBEbX0,DLC - Fallsgrove,"14937 Shady Grove Rd, Unit E, Rockville, MD 20850, United States",20850,Rockville,4.3,133,OPERATIONAL,39.09759030000001,-77.1915374,liquor_store|store|food|point_of_interest|establishment
ChIJed-SQKbFt4kRBE67qV7Q9no,DLC - Flower,"8706 Flower Ave, Ste B, Silver Spring, MD 20901, United States",20901,Silver Spring,4.5,15,OPERATIONAL,38.9987627,-77.00392389999999,liquor_store|food|point_of_interest|store|establishment
ChIJIyMwnwsttokRfsstKgFoiNE,DLC - Gaithersburg Square,"512 N Frederick Ave, Gaithersburg, MD 20877, United States",20877,Gaithersburg,4.7,33,OPERATIONAL,39.1474582,-77.2084046,liquor_store|point_of_interest|store|establishment
ChIJd2I8CscstokRNhG_kHKoJ0Q,DLC - Goshen Crossing,"20004 Goshen Rd, Montgomery Village, MD 20886, United States",20886,Montgomery Village,4.6,325,OPERATIONAL,39.1861609,-77.18899929999999,liquor_store|food|point_of_interest|store|establishment
ChIJyVywfGHJt4kRt5ukJ8crhjs,DLC - Hampden Lane,"4920 Hampden Ln, Bethesda, MD 20814, United States",20814,Bethesda,4.3,167,OPERATIONAL,38.9823633,-77.09726599999999,liquor_store|store|point_of_interest|food|establishment
ChIJ5bhGHcLOt4kR7eu-KjCLHI0,DLC - Kensington,"3733 University Blvd W, Kensington, MD 20895, United States",20895,Kensington,4.5,273,OPERATIONAL,39.0331404,-77.0738856,liquor_store|food|point_of_interest|store|establishment
ChIJ_RlKcpjSt4kRUggtL_YVJUk,DLC - King Farm,"302 King Farm Blvd, Ste 120, Rockville, MD 20850, United States",20850,Rockville,4.4,173,OPERATIONAL,39.1148152,-77.17102849999999,liquor_store|store|food|point_of_interest|establishment
ChIJ2WA1NtMttokRC8u0pyS65us,DLC - Kingsview,"18323 Leaman Farm Rd, Germantown, MD 20874, United States",20874,Germantown,4.6,262,OPERATIONAL,39.1593736,-77.2782981,liquor_store|food|point_of_interest|store|establishment
ChIJed-SQKbFt4kRBE67qV7Q9no,DLC - Leisure World,"3824 International Dr, Silver Spring, MD 20906, United States",20906,Silver Spring,4.5,15,OPERATIONAL,39.1027918,-77.0750189,liquor_store|store|food|point_of_interest|establishment
ChIJQ95KGjLMt4kRGUpLdAnmSfE,DLC - Montrose,"12015 Rockville Pike, Ste B, Rockville, MD 20852, United States",20852,Rockville,4.5,349,OPERATIONAL,39.0540492,-77.114559,liquor_store|store|point_of_interest|establishment
ChIJJU4XzJgytokReBRXgfcTQus,DLC - Muddy Branch,"866 Muddy Branch Rd, Gaithersburg, MD 20878, United States",20878,Gaithersburg,4.5,364,CLOSED_TEMPORARILY,39.1153164,-77.2176121,liquor_store|store|food|point_of_interest|establishment
ChIJFexYPBrRt4kRMT16UI_8n9Q,DLC - Olney,"17825 Georgia Ave, Olney, MD 20832, United States",20832,Olney,4.4,221,OPERATIONAL,39.1498427,-77.06629869999999,liquor_store|store|food|point_of_interest|establishment
ChIJnQmfzIEltokR7QcQLWEyork,DLC - Poolesville,"19710 Fisher Ave, Ste D, Poolesville, MD 20837, United States",20837,Poolesville,4.8,12,OPERATIONAL,39.1443422,-77.41273199999999,liquor_store|point_of_interest|store|establishment
ChIJu6dBdo3Mt4kR0HVHrDqUhgA,DLC - Potomac,"10132 River Rd, Potomac, MD 20854, United States",20854,Potomac,4.2,147,OPERATIONAL,39.0165793,-77.2094826,liquor_store|store|point_of_interest|food|establishment
ChIJex8ZTogrtokREiio126q5ss,DLC - Seneca Meadows,"20680 Seneca Meadows Pkwy, Ste A2, Germantown, MD 20876, United States",20876,Germantown,4.6,373,OPERATIONAL,39.200145,-77.2543575,liquor_store|food|point_of_interest|store|establishment
ChIJed-SQKbFt4kRBE67qV7Q9no,DLC - Silver Spring,"8715 Colesville Rd, Silver Spring, MD 20910, United States",20910,Silver Spring,4.5,15,OPERATIONAL,38.9979558,-77.0264734,liquor_store|food|store|point_of_interest|establishment
ChIJub88_7fSt4kRVV4f-7GgGmk,DLC - Walnut Hill,"745 S Frederick Ave, Gaithersburg, MD 20877, United States",20877,Gaithersburg,4.5,264,OPERATIONAL,39.1276246,-77.1834482,liquor_store|store|food|point_of_interest|establishment
ChIJu0DAFibKt4kRw0IJmxr1H18,DLC - Westbard,"5390 Westbard Ave, Bethesda, MD 20816, United States",20816,Bethesda,4.2,105,OPERATIONAL,38.9630633,-77.1067654,liquor_store|store|point_of_interest|food|establishment
ChIJed-SQKbFt4kRBE67qV7Q9no,DLC - Wheaton,"11160 Veirs Mill Rd, Spc P212, Wheaton, MD 20902, United States",20902,Wheaton,4.5,15,OPERATIONAL,39.0369512,-77.0547823,liquor_store|food|point_of_interest|store|establishment
ChIJed-SQKbFt4kRBE67qV7Q9no,DLC - White Oak Last Call,"11239 New Hampshire Ave, Silver Spring, MD 20904, United States",20904,Silver Spring,4.5,15,OPERATIONAL,39.0414495,-76.9879552,liquor_store|store|point_of_interest|food|establishment
ChIJed-SQKbFt4kRBE67qV7Q9no,DLC - White Oak Town Center,"12259 Prosperity Dr, Silver Spring, MD 20904, United States",20904,Silver Spring,4.5,15,OPERATIONAL,39.0558409,-76.968985,liquor_store|store|point_of_interest|food|establishment
ChIJl9l-RGC2t4kRhQi6sKpdZZU,Virginia ABC,"1001 N Fillmore St, Arlington, VA 22201, United States",22201,Arlington,4.3,105,OPERATIONAL,38.8846384,-77.0926017,liquor_store|point_of_interest|store|establishment
ChIJQeKCRGC2t4kRMIqcUAhi2Qo,Virginia ABC #109,"1922 Wilson Blvd, Arlington, VA 22201, United States",22201,Arlington,4.3,169,OPERATIONAL,38.8926644,-77.0812782,liquor_store|point_of_interest|store|establishment
ChIJ_b4RfSa0t4kRQmmZczUPpvE,Virginia ABC,"881 N Quincy St, Arlington, VA 22203, United States",22201,Arlington,4.3,205,OPERATIONAL,38.88082929999999,-77.1074426,liquor_store|point_of_interest|store|establishment
ChIJ3wiusFK0t4kR_A9KRb-0oL0,Virginia ABC 248,"4709-B Lee Hwy, Arlington, VA 22207, United States",22201,Arlington,4.1,41,OPERATIONAL,38.8984228,-77.1224557,liquor_store|point_of_interest|store|establishment
ChIJ98y6W7q2t4kRJiFBp42NvIo,Virginia ABC #378,"2940 Columbia Pike, Arlington, VA 22204, United States",22201,Arlington,4.4,102,OPERATIONAL,38.8621329,-77.08767189999999,liquor_store|point_of_interest|store|establishment
ChIJDbD0PCm3t4kR62T0eDVr4lY,Virginia ABC,"Zachary Taylor Building, 320 23rd St S, Arlington, VA 22202, United States",22201,Arlington,4.3,184,OPERATIONAL,38.8527401,-77.0517691,liquor_store|point_of_interest|store|establishment
ChIJ3wiusFK0t4kRRMGJNgHwPq4,Virginia ABC,"2507 N Harrison St, Arlington, VA 22207, United States",22201,Arlington,4.3,27,OPERATIONAL,38.8978207,-77.13906209999999,liquor_store|point_of_interest|store|establishment
ChIJF_crb_a3t4kRWZBBzFEZcNo,Virginia ABC,"1301 S Joyce St Suite D12, Arlington, VA 22202, United States",22201,Arlington,4.2,52,OPERATIONAL,38.86308349999999,-77.0633534,liquor_store|point_of_interest|store|establishment
ChIJ-RBSnS2xt4kREor-guZ1BUc,Virginia ABC,"2955A S Glebe Rd, Arlington, VA 22206, United States",22201,Arlington,4.5,87,OPERATIONAL,38.8455722,-77.06780239999999,liquor_store|point_of_interest|store|establishment
ChIJSZt8yu2xt4kR_o5d0VkYAeU,Virginia ABC,"3815 Mt Vernon Ave, Alexandria, VA 22305, United States",22202,Arlington,4.5,79,OPERATIONAL,38.8405455,-77.06272520000002,liquor_store|store|point_of_interest|establishment
ChIJCXwI6fOzt4kRBZ1nT9ir7Ec,Virginia ABC,"3501B S Jefferson St, Falls Church, VA 22041, United States",22204,Arlington,4.4,127,OPERATIONAL,38.8487786,-77.1173975,liquor_store|point_of_interest|store|establishment
ChIJJ_JWOYm0t4kRN7BFzypq5-E,Virginia ABC,"6284 Arlington Blvd, Falls Church, VA 22044, United States",22204,Arlington,4,75,OPERATIONAL,38.872316,-77.15266319999999,liquor_store|point_of_interest|store|establishment
